id_eleve,id_question,note,absence,sous_categorie,categorie,id_groupe
6852,6,1.0,0,Tableaux de bord,Tableaux de bord,6
6852,7,0.0,0,Dimension dégénérée,Modélisation dimensionnelle,6
6852,8,1.0,0,Évolution des dimensions,Modélisation dimensionnelle,6
6852,9,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,6
6852,10,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,6
6852,11,0.0,0,Table de fait,Modélisation dimensionnelle,6
6852,12,0.0,0,Table de fait,Modélisation dimensionnelle,6
6852,13,0.0,0,Grain,Modélisation dimensionnelle,6
6852,14,1.0,0,Mise à jour,Architecture,6
6852,15,1.0,0,OLAP,Architecture,6
6852,16,0.0,0,OLTP,Architecture,6
6852,17,1.0,0,Redondance,Modélisation dimensionnelle,6
6852,18,0.0,0,Schéma,Modélisation dimensionnelle,6
6852,19,1.0,0,SCRUM,Gestion de projet,6
12886,0,1.0,0,Architecture en bus,Modélisation dimensionnelle,2
12886,1,1.0,0,Clefs,Modélisation dimensionnelle,2
12886,2,1.0,0,Clefs,Modélisation dimensionnelle,2
12886,3,1.0,0,Composants,Architecture,2
12886,4,1.0,0,Composants,Architecture,2
12886,5,0.0,0,Dimension conforme,Modélisation dimensionnelle,2
12886,6,1.0,0,Tableaux de bord,Tableaux de bord,2
12886,7,0.0,0,Dimension dégénérée,Modélisation dimensionnelle,2
12886,8,1.0,0,Évolution des dimensions,Modélisation dimensionnelle,2
12886,9,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,2
12886,10,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,2
12886,11,0.0,0,Table de fait,Modélisation dimensionnelle,2
12886,12,0.0,0,Table de fait,Modélisation dimensionnelle,2
12886,13,0.0,0,Grain,Modélisation dimensionnelle,2
12886,14,0.0,0,Mise à jour,Architecture,2
12886,15,0.0,0,OLAP,Architecture,2
12886,16,0.0,0,OLTP,Architecture,2
12886,17,1.0,0,Redondance,Modélisation dimensionnelle,2
12886,18,0.0,0,Schéma,Modélisation dimensionnelle,2
12886,19,0.0,0,SCRUM,Gestion de projet,2
3020,0,1.0,0,Architecture en bus,Modélisation dimensionnelle,4
3020,1,1.0,0,Clefs,Modélisation dimensionnelle,4
3020,2,1.0,0,Clefs,Modélisation dimensionnelle,4
3020,3,1.0,0,Composants,Architecture,4
3020,4,1.0,0,Composants,Architecture,4
3020,5,1.0,0,Dimension conforme,Modélisation dimensionnelle,4
3020,6,1.0,0,Tableaux de bord,Tableaux de bord,4
3020,7,1.0,0,Dimension dégénérée,Modélisation dimensionnelle,4
3020,8,1.0,0,Évolution des dimensions,Modélisation dimensionnelle,4
3020,9,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,4
3020,10,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,4
3020,11,1.0,0,Table de fait,Modélisation dimensionnelle,4
3020,12,0.0,0,Table de fait,Modélisation dimensionnelle,4
3020,13,0.0,0,Grain,Modélisation dimensionnelle,4
3020,14,1.0,0,Mise à jour,Architecture,4
3020,15,1.0,0,OLAP,Architecture,4
3020,16,1.0,0,OLTP,Architecture,4
3020,17,1.0,0,Redondance,Modélisation dimensionnelle,4
3020,18,0.0,0,Schéma,Modélisation dimensionnelle,4
3020,19,1.0,0,SCRUM,Gestion de projet,4
15569,0,1.0,0,Architecture en bus,Modélisation dimensionnelle,4
15569,1,1.0,0,Clefs,Modélisation dimensionnelle,4
15569,2,1.0,0,Clefs,Modélisation dimensionnelle,4
15569,3,1.0,0,Composants,Architecture,4
15569,4,1.0,0,Composants,Architecture,4
15569,5,0.0,0,Dimension conforme,Modélisation dimensionnelle,4
15569,6,1.0,0,Tableaux de bord,Tableaux de bord,4
15569,7,1.0,0,Dimension dégénérée,Modélisation dimensionnelle,4
15569,8,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,4
15569,9,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,4
15569,10,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,4
15569,11,0.0,0,Table de fait,Modélisation dimensionnelle,4
15569,12,0.0,0,Table de fait,Modélisation dimensionnelle,4
15569,13,0.0,0,Grain,Modélisation dimensionnelle,4
15569,14,1.0,0,Mise à jour,Architecture,4
15569,15,1.0,0,OLAP,Architecture,4
15569,16,1.0,0,OLTP,Architecture,4
15569,17,1.0,0,Redondance,Modélisation dimensionnelle,4
15569,18,1.0,0,Schéma,Modélisation dimensionnelle,4
15569,19,1.0,0,SCRUM,Gestion de projet,4
5115,0,0.0,0,Architecture en bus,Modélisation dimensionnelle,3
5115,1,1.0,0,Clefs,Modélisation dimensionnelle,3
5115,2,1.0,0,Clefs,Modélisation dimensionnelle,3
5115,3,1.0,0,Composants,Architecture,3
5115,4,1.0,0,Composants,Architecture,3
5115,5,1.0,0,Dimension conforme,Modélisation dimensionnelle,3
5115,6,0.0,0,Tableaux de bord,Tableaux de bord,3
5115,7,0.0,0,Dimension dégénérée,Modélisation dimensionnelle,3
5115,8,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,3
5115,9,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,3
5115,10,1.0,0,Évolution des dimensions,Modélisation dimensionnelle,3
5115,11,0.0,0,Table de fait,Modélisation dimensionnelle,3
5115,12,0.0,0,Table de fait,Modélisation dimensionnelle,3
5115,13,0.0,0,Grain,Modélisation dimensionnelle,3
5115,14,1.0,0,Mise à jour,Architecture,3
5115,15,1.0,0,OLAP,Architecture,3
5115,16,0.0,0,OLTP,Architecture,3
5115,17,1.0,0,Redondance,Modélisation dimensionnelle,3
5115,18,1.0,0,Schéma,Modélisation dimensionnelle,3
5115,19,1.0,0,SCRUM,Gestion de projet,3
5149,0,1.0,0,Architecture en bus,Modélisation dimensionnelle,4
5149,1,1.0,0,Clefs,Modélisation dimensionnelle,4
5149,2,1.0,0,Clefs,Modélisation dimensionnelle,4
5149,3,1.0,0,Composants,Architecture,4
5149,4,1.0,0,Composants,Architecture,4
5149,5,0.0,0,Dimension conforme,Modélisation dimensionnelle,4
5149,6,1.0,0,Tableaux de bord,Tableaux de bord,4
5149,7,0.0,0,Dimension dégénérée,Modélisation dimensionnelle,4
5149,8,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,4
5149,9,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,4
5149,10,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,4
5149,11,1.0,0,Table de fait,Modélisation dimensionnelle,4
5149,12,0.0,0,Table de fait,Modélisation dimensionnelle,4
5149,13,0.0,0,Grain,Modélisation dimensionnelle,4
5149,14,1.0,0,Mise à jour,Architecture,4
5149,15,1.0,0,OLAP,Architecture,4
5149,16,1.0,0,OLTP,Architecture,4
5149,17,0.0,0,Redondance,Modélisation dimensionnelle,4
5149,18,0.0,0,Schéma,Modélisation dimensionnelle,4
5149,19,1.0,0,SCRUM,Gestion de projet,4
13211,0,1.0,0,Architecture en bus,Modélisation dimensionnelle,7
13211,1,0.0,0,Clefs,Modélisation dimensionnelle,7
13211,2,1.0,0,Clefs,Modélisation dimensionnelle,7
13211,3,1.0,0,Composants,Architecture,7
13211,4,1.0,0,Composants,Architecture,7
13211,5,1.0,0,Dimension conforme,Modélisation dimensionnelle,7
13211,6,1.0,0,Tableaux de bord,Tableaux de bord,7
13211,7,1.0,0,Dimension dégénérée,Modélisation dimensionnelle,7
13211,8,1.0,0,Évolution des dimensions,Modélisation dimensionnelle,7
13211,9,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,7
13211,10,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,7
13211,11,1.0,0,Table de fait,Modélisation dimensionnelle,7
13211,12,0.0,0,Table de fait,Modélisation dimensionnelle,7
13211,13,0.0,0,Grain,Modélisation dimensionnelle,7
13211,14,0.0,0,Mise à jour,Architecture,7
13211,15,1.0,0,OLAP,Architecture,7
13211,16,1.0,0,OLTP,Architecture,7
13211,17,1.0,0,Redondance,Modélisation dimensionnelle,7
13211,18,0.0,0,Schéma,Modélisation dimensionnelle,7
13211,19,1.0,0,SCRUM,Gestion de projet,7
11656,0,1.0,0,Architecture en bus,Modélisation dimensionnelle,9
11656,1,1.0,0,Clefs,Modélisation dimensionnelle,9
11656,2,1.0,0,Clefs,Modélisation dimensionnelle,9
11656,3,1.0,0,Composants,Architecture,9
11656,4,1.0,0,Composants,Architecture,9
11656,5,1.0,0,Dimension conforme,Modélisation dimensionnelle,9
11656,6,1.0,0,Tableaux de bord,Tableaux de bord,9
11656,7,0.0,0,Dimension dégénérée,Modélisation dimensionnelle,9
11656,8,1.0,0,Évolution des dimensions,Modélisation dimensionnelle,9
11656,9,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,9
11656,10,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,9
11656,11,1.0,0,Table de fait,Modélisation dimensionnelle,9
11656,12,0.0,0,Table de fait,Modélisation dimensionnelle,9
11656,13,1.0,0,Grain,Modélisation dimensionnelle,9
11656,14,1.0,0,Mise à jour,Architecture,9
11656,15,1.0,0,OLAP,Architecture,9
11656,16,1.0,0,OLTP,Architecture,9
11656,17,1.0,0,Redondance,Modélisation dimensionnelle,9
11656,18,0.0,0,Schéma,Modélisation dimensionnelle,9
11656,19,1.0,0,SCRUM,Gestion de projet,9
8654,0,0.0,0,Architecture en bus,Modélisation dimensionnelle,9
8654,1,0.0,0,Clefs,Modélisation dimensionnelle,9
8654,2,1.0,0,Clefs,Modélisation dimensionnelle,9
8654,3,1.0,0,Composants,Architecture,9
8654,4,0.0,0,Composants,Architecture,9
8654,5,0.0,0,Dimension conforme,Modélisation dimensionnelle,9
8654,6,1.0,0,Tableaux de bord,Tableaux de bord,9
8654,7,0.0,0,Dimension dégénérée,Modélisation dimensionnelle,9
8654,8,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,9
8654,9,1.0,0,Évolution des dimensions,Modélisation dimensionnelle,9
8654,10,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,9
8654,11,1.0,0,Table de fait,Modélisation dimensionnelle,9
8654,12,0.0,0,Table de fait,Modélisation dimensionnelle,9
8654,13,0.0,0,Grain,Modélisation dimensionnelle,9
8654,14,1.0,0,Mise à jour,Architecture,9
8654,15,1.0,0,OLAP,Architecture,9
8654,16,0.0,0,OLTP,Architecture,9
8654,17,1.0,0,Redondance,Modélisation dimensionnelle,9
8654,18,0.0,0,Schéma,Modélisation dimensionnelle,9
8654,19,1.0,0,SCRUM,Gestion de projet,9
7794,0,1.0,0,Architecture en bus,Modélisation dimensionnelle,2
7794,1,1.0,0,Clefs,Modélisation dimensionnelle,2
7794,2,1.0,0,Clefs,Modélisation dimensionnelle,2
7794,3,1.0,0,Composants,Architecture,2
7794,4,0.0,0,Composants,Architecture,2
7794,5,0.0,0,Dimension conforme,Modélisation dimensionnelle,2
7794,6,1.0,0,Tableaux de bord,Tableaux de bord,2
7794,7,0.0,0,Dimension dégénérée,Modélisation dimensionnelle,2
7794,8,1.0,0,Évolution des dimensions,Modélisation dimensionnelle,2
7794,9,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,2
7794,10,1.0,0,Évolution des dimensions,Modélisation dimensionnelle,2
7794,11,1.0,0,Table de fait,Modélisation dimensionnelle,2
7794,12,0.0,0,Table de fait,Modélisation dimensionnelle,2
7794,13,0.0,0,Grain,Modélisation dimensionnelle,2
7794,14,1.0,0,Mise à jour,Architecture,2
7794,15,1.0,0,OLAP,Architecture,2
7794,16,1.0,0,OLTP,Architecture,2
7794,17,1.0,0,Redondance,Modélisation dimensionnelle,2
7794,18,1.0,0,Schéma,Modélisation dimensionnelle,2
7794,19,1.0,0,SCRUM,Gestion de projet,2
4381,0,-1.0,1,Architecture en bus,Modélisation dimensionnelle,9
4381,1,-1.0,1,Clefs,Modélisation dimensionnelle,9
4381,2,-1.0,1,Clefs,Modélisation dimensionnelle,9
4381,3,-1.0,1,Composants,Architecture,9
4381,4,-1.0,1,Composants,Architecture,9
4381,5,-1.0,1,Dimension conforme,Modélisation dimensionnelle,9
4381,6,-1.0,1,Tableaux de bord,Tableaux de bord,9
4381,7,-1.0,1,Dimension dégénérée,Modélisation dimensionnelle,9
4381,8,-1.0,1,Évolution des dimensions,Modélisation dimensionnelle,9
4381,9,-1.0,1,Évolution des dimensions,Modélisation dimensionnelle,9
4381,10,-1.0,1,Évolution des dimensions,Modélisation dimensionnelle,9
4381,11,-1.0,1,Table de fait,Modélisation dimensionnelle,9
4381,12,-1.0,1,Table de fait,Modélisation dimensionnelle,9
4381,13,-1.0,1,Grain,Modélisation dimensionnelle,9
4381,14,-1.0,1,Mise à jour,Architecture,9
4381,15,-1.0,1,OLAP,Architecture,9
4381,16,-1.0,1,OLTP,Architecture,9
4381,17,-1.0,1,Redondance,Modélisation dimensionnelle,9
4381,18,-1.0,1,Schéma,Modélisation dimensionnelle,9
4381,19,-1.0,1,SCRUM,Gestion de projet,9
7966,0,0.0,0,Architecture en bus,Modélisation dimensionnelle,7
7966,1,1.0,0,Clefs,Modélisation dimensionnelle,7
7966,2,1.0,0,Clefs,Modélisation dimensionnelle,7
7966,3,1.0,0,Composants,Architecture,7
7966,4,0.0,0,Composants,Architecture,7
7966,5,1.0,0,Dimension conforme,Modélisation dimensionnelle,7
7966,6,1.0,0,Tableaux de bord,Tableaux de bord,7
7966,7,0.0,0,Dimension dégénérée,Modélisation dimensionnelle,7
7966,8,1.0,0,Évolution des dimensions,Modélisation dimensionnelle,7
7966,9,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,7
7966,10,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,7
7966,11,1.0,0,Table de fait,Modélisation dimensionnelle,7
7966,12,0.0,0,Table de fait,Modélisation dimensionnelle,7
7966,13,1.0,0,Grain,Modélisation dimensionnelle,7
7966,14,0.0,0,Mise à jour,Architecture,7
7966,15,1.0,0,OLAP,Architecture,7
7966,16,0.0,0,OLTP,Architecture,7
7966,17,1.0,0,Redondance,Modélisation dimensionnelle,7
7966,18,0.0,0,Schéma,Modélisation dimensionnelle,7
7966,19,0.0,0,SCRUM,Gestion de projet,7
4472,0,0.0,0,Architecture en bus,Modélisation dimensionnelle,5
4472,1,1.0,0,Clefs,Modélisation dimensionnelle,5
4472,2,1.0,0,Clefs,Modélisation dimensionnelle,5
4472,3,1.0,0,Composants,Architecture,5
4472,4,1.0,0,Composants,Architecture,5
4472,5,0.0,0,Dimension conforme,Modélisation dimensionnelle,5
4472,6,1.0,0,Tableaux de bord,Tableaux de bord,5
4472,7,0.0,0,Dimension dégénérée,Modélisation dimensionnelle,5
4472,8,1.0,0,Évolution des dimensions,Modélisation dimensionnelle,5
4472,9,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,5
4472,10,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,5
4472,11,0.0,0,Table de fait,Modélisation dimensionnelle,5
4472,12,0.0,0,Table de fait,Modélisation dimensionnelle,5
4472,13,0.0,0,Grain,Modélisation dimensionnelle,5
4472,14,0.0,0,Mise à jour,Architecture,5
4472,15,1.0,0,OLAP,Architecture,5
4472,16,1.0,0,OLTP,Architecture,5
4472,17,1.0,0,Redondance,Modélisation dimensionnelle,5
4472,18,0.0,0,Schéma,Modélisation dimensionnelle,5
4472,19,1.0,0,SCRUM,Gestion de projet,5
13753,0,1.0,0,Architecture en bus,Modélisation dimensionnelle,3
13753,1,1.0,0,Clefs,Modélisation dimensionnelle,3
13753,2,1.0,0,Clefs,Modélisation dimensionnelle,3
13753,3,1.0,0,Composants,Architecture,3
13753,4,1.0,0,Composants,Architecture,3
13753,5,1.0,0,Dimension conforme,Modélisation dimensionnelle,3
13753,6,0.0,0,Tableaux de bord,Tableaux de bord,3
13753,7,1.0,0,Dimension dégénérée,Modélisation dimensionnelle,3
13753,8,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,3
13753,9,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,3
13753,10,0.0,0,Évolution des dimensions,Modélisation dimensionnelle,3
13753,11,0.0,0,Table de fait,Modélisation dimensionnelle,3
13753,12,0.0,0,Table de fait,Modélisation dimensionnelle,3
13753,13,0.0,0,Grain,Modélisation dimensionnelle,3
13753,14,1.0,0,Mise à jour,Architecture,3
13753,15,1.0,0,OLAP,Architecture,3
13753,16,0.0,0,OLTP,Architecture,3
13753,17,1.0,0,Redondance,Modélisation dimensionnelle,3
13753,18,0.0,0,Schéma,Modélisation dimensionnelle,3
13753,19,0.0,0,SCRUM,Gestion de projet,3
15312,0,1.0,0,Architecture en bus,Modélisation dimensionnelle,2
